gene_symbol	gene_length
COX17	3620
NNAT	4900
COX18	18328
LINC02427	5061
COX19	7534
LINC02428	10703
LINC02429	2679
ZNF204P	13049
LINC02130	518
LINC02131	419
C1orf100	2867
PLCL1	23854
LATS1	23046
LINC02132	755
LATS2	6041
SPRR1A	270
PLCL2	11548
LINC02133	3173
RASL12	5024
SPRR1B	619
LINC02134	1362
TACC1	60349
DNASE2B	2447
LINC02135	2065
TSSK5P	907
TACC2	98695
SREK1IP1P1	442
LINC02136	1211
FARP1	65357
C1orf105	3321
TACC3	29267
MEMO1P1	888
LINC02137	2112
IGHVII-43-1	210
SREK1IP1P2	338
TENM3-AS1	11369
FARP2	27853
LINC02138	1326
C14orf93	20887
MEMO1P2	886
LINC02139	2005
MEMO1P3	302
E2F3-IT1	400
MEMO1P4	386
C1orf109	17351
MEMO1P5	406
OR8H1	3965
TBX1	9220
RNU6ATAC8P	126
OR8H2	7218
TBX2	12324
OR8H3	939
DIPK2A	11874
HM13-AS1	489
RNA5SP30	115
TBX3	11249
DIPK2B	9740
TBX4	11655
RNA5SP31	127
TBX5	12770
TBX6	7344
RNA5SP33	98
RNA5SP34	130
RNA5SP35	129
HMGB1P20	677
CTNNA2-AS1	4782
DMAC1P1	340
RNA5SP36	133
HMGB1P21	581
RNA5SP37	130
HMGB1P22	124
RNA5SP38	119
HMGB1P23	568
HMGB1P24	1013
RNA5SP39	120
SPDYA	8445
OR5I1	945
HMGB1P25	607
ZNF649-AS1	579
OCSTAMP	2123
NBEA	203326
NPM1P10	865
PKP4P1	2158
HMGB1P26	628
SPDYC	991
TENT4A	11341
TENT4B	25660
NPM1P11	855
SETX	22248
HMGB1P27	603
NPM1P12	834
HMGB1P28	552
RPL17-C18orf32	3400
NPM1P13	865
HMGB1P29	499
NPM1P14	866
NPM1P17	602
SNORD10	142
NPM1P18	732
NPM1P19	712
CABS1	1517
SNORD11	84
SNORD12	90
SNORD13	104
OR2J1	3584
SNORD14	90
PRKRIP1	15028
EML2-AS1	2323
PSMA3P1	635
PHIP	17620
OR2J2	3664
FAM90A12P	2375
SNORD16	99
CLUHP10	980
OR2J3	7965
SNORD17	237
CLUHP11	1026
AFG1L	12517
COPG2IT1	7947
SNORD18	140
RN7SL720P	304
DYNLL1	8187
FLYWCH1P1	1874
SNORD19	68
DYNLL2	6807
EPN2-AS1	1190
BUD23	19640
ZNF622P1	605
STRCP1	10720
SNORA20	132
SNORA21	132
TBXT	7818
LINC02720	1571
SNORA22	134
LINC02721	1595
SMARCE1	118516
SNRK	18696
TCOF1	68478
SNORA23	182
LRRC37A13P	287
LINC02722	547
SNORD1A	72
SNORA24	131
LINC02723	985
RER1	12929
SNORD1B	84
SNORA25	134
LINC02724	2340
SNORD1C	78
SNORA26	122
LINC02725	10212
RN7SL823P	295
SNORA27	126
LINC02726	683
SNORA28	126
LINC02727	3579
ANKRD13A	16157
HINT1	23206
SNORA29	140
LINC02728	4356
SEPTIN7-DT	27807
ANKRD13B	16805
HINT2	6132
LINC02729	2492
CYP2A13	1760
GLOD4	16870
GXYLT1P1	490
ANKRD13C	11118
HINT3	3325
GXYLT1P2	1230
ANKRD13D	22837
GLOD5	2532
RPA2P1	721
GXYLT1P3	1193
COX20	8774
RTN1	14118
GXYLT1P4	2422
RPA2P2	796
LINC02430	1885
RTN2	16364
RPA2P3	770
JAKMIP2-AS1	7114
LINC02431	14105
GXYLT1P6	1187
LINC02432	15112
RTN3	26855
SNORA2A	135
GXYLT1P7	1190
LINC02433	3531
RTN4	32066
SNORA2B	137
LINC02434	10957
SNORA2C	137
LINC02435	584
FAUP1	414
TMEM212-IT1	470
LINC02436	73544
IGHVII-46-1	37
FAUP2	401
LINC02437	911
LINC02438	1312
LINC02439	986
CYP3A43	17830
RERE	45577
RERG	11149
LINC02140	9882
LINC02141	6586
TEX2	24555
LINC02142	2873
SPRR2A	677
PARD6A	4944
LINC02143	1258
SPRR2B	676
C1orf112	21880
PARD6B	5101
LINC02144	915
SPRR2C	219
LINC02145	2977
SPRR2D	3047
NIF3L1	10844
C20orf141	1347
LINC02146	5049
MRFAP1	6168
SPRR2E	1371
C1orf115	2891
LINC02147	4672
SPRR2F	675
C1orf116	8643
LINC02148	1223
SPRR2G	589
C20orf144	2776
PARD6G	4954
TEX9	14488
LINC02149	2666
EIPR1	14725
L3HYPDH	7297
PKIA	6286
B3GALT5-AS1	18307
PKIB	13669
DMTF1	60455
RNU6ATAC9P	116
MIR1184-1	99
OR8I2	933
MIR1184-2	99
MIR1184-3	99
FASTKD1	13347
RNA5SP40	110
FASTKD2	18661
SIPA1	13996
RNA5SP41	101
PKIG	8978
FASTKD3	9599
RNA5SP42	115
ARPIN-AP3S2	4437
RBSN	15439
RNA5SP43	110
FASTKD5	17210
RNA5SP44	133
HMGB1P30	606
RNA5SP45	92
SQSTM1	17909
HMGB1P31	427
RNA5SP46	120
OBI1	3507
HMGB1P32	565
RNA5SP47	109
HMGB1P33	527
RNA5SP48	126
RNA5SP49	115
HMGB1P35	598
PSMA6P1	741
NPM1P20	729
OR5J2	939
HMGB1P36	576
TENT5A	17685
NPM1P21	762
PSMA6P2	686
HMGB1P37	609
TENT5B	2382
PSMA6P3	164
NPM1P22	952
HMGB1P38	577
TENT5C	5654
PSMA6P4	718
NPM1P23	849
RN7SL750P	238
HMGB1P39	880
TENT5D	6117
NPM1P24	894
PRDX3P1	763
NPM1P25	854
IER3IP1	4511
NPM1P26	738
PRDX3P2	611
PRDX3P3	522
NPM1P27	830
NPM1P28	840
SNORD20	80
PRDX3P4	747
MIR381HG	425
NPM1P29	803
SNORD21	95
TRA2A	13979
KHDC1L	1246
SNORD22	251
TRA2B	26156
SNORD23	110
SNORD24	75
OR2K2	2411
FAM90A13P	1395
SNORD25	69
SNORD26	75
ATP6V0D1	20412
RN7SL853P	223
SNORD27	144
DSTYK	16791
SNORD28	75
ATP6V0D2	3322
BUD31	6426
SNORD29	68
IGLV3-1	398
IGLV3-2	229
NKD1	18264
IGLV3-4	244
SNORA30	129
NKD2	6545
SNORA31	130
LINC02730	5686
IGLV3-6	250
SNORA32	121
IL36A	890
LINC02731	18471
LRRC37A14P	462
IGLV3-7	271
SNORA33	130
IL36B	2240
LINC02732	9270
ARL14EPL	2958
ALOX12P1	1229
LINC02733	3726
IGLV3-9	461
ALOX12P2	20298
SNORA35	128
LINC02734	2385
PBLD	11929
LINC02735	4725
SNORA37	129
CD84P1	335
LINC02736	2911
RN7SL824P	297
IGHVII-49-1	224
SNORA38	132
IL36G	2569
LINC02737	404
OR10V1	930
LINC01100	740
C10orf88B	3079
LINC01101	1884
LINC02739	9413
LINC01102	60581
HEATR5A-DT	4572
LINC01103	1457
LINC01104	3696
LINC02440	1210
ATP5MKP1	177
LINC02441	552
LINC01106	9185
LINC02442	725
LINC01107	1975
TRIM43B	1471
HARBI1	3304
ELMO2P1	1267
LINC02443	15068
SNORA3A	130
LINC01108	3928
LINC02444	1256
SNORA3B	131
LINC01109	3081
SNORA3C	125
LINC02445	954
LINC02446	2564
IBA57-DT	1040
LINC02447	5047
LINC02448	583
RNU6-920P	92
LINC02449	3668
MBD1	51047
CENPBD1	5257
IL6-AS1	1364
MBD2	8425
LINC02150	2120
MPRIPP1	1089
MBD3	22080
LINC02151	921
RTKN2	11345
LINC02152	1281
MBD4	13637
LINC02153	9072
LEPROT	10929
MBD5	67461
C1orf122	5015
MBD6	12563
LINC02154	3862
AFAP1-AS1	12252
OR7E100P	1015
LINC02155	407
LINC02156	9061
LINC02157	1224
SH3D19	41469
IGHVII-30-1	301
LINC02158	996
C1orf127	10102
ZKSCAN2-DT	3115
LINC02159	4469
CNTN4-AS1	2258
KRTAP9-10P	207
CNTN4-AS2	426
ERC2-IT1	2177
REST	55967
OR8J1	3648
OR8J2	2883
FARP1-AS1	323
OR8J3	9200
RNA5SP50	107
LMX1A	9492
STRC	36191
LRRC1	7049
RNA5SP51	119
LMX1B	18927
LRRC2	9805
RNA5SP52	134
LRRC3	5845
MECR	16470
RNA5SP53	120
MIR9-1	89
LRRC4	5764
RNA5SP54	92
NEFH	3795
MIR9-2	87
HMGB1P40	540
RNA5SP55	125
MIR9-3	90
STRIP1	17778
HMGB1P41	440
RNA5SP56	118
STRIP2	8569
HMGB1P42	553
LRRC7	56159
RNA5SP57	123
LRRC9	17858
NEFL	5081
HMGB1P44	572
RNA5SP59	110
PHKB	29372
NEFM	13905
OR5K1	4563
HMGB1P45	653
NPM1P30	828
OR5K2	951
HMGB1P46	610
OR4K16P	2475
NPM1P31	764
STRN	17454
OR5K3	966
HMGB1P47	589
KCTD10	25147
NPM1P32	604
OR5K4	966
HMGB1P48	598
KCTD11	5834
HMGB1P49	569
GLUD1	76013
NPM1P33	872
RN7SL751P	284
SIMC1	16927
KCTD12	6231
NPM1P34	893
GLUD2	2485
KCTD13	22061
NPM1P35	868
PTH2	454
C17orf49	7911
NPM1P36	835
KCTD14	2577
KCTD15	18845
NPM1P37	874
NPM1P38	865
SNORD30	140
KCTD16	27438
KCTD17	9314
NPM1P39	867
KCTD18	9588
KCTD19	21436
SNORD33	173
PEX10	13263
SNORD34	71
ALOX15P1	7479
OVOL1-AS1	1459
PEX12	5118
ZDHHC20P1	423
OR2L2	9659
ALOX15P2	1897
FAM90A14P	1395
SNORD36	80
ZDHHC20P2	429
OR2L3	8468
PEX13	8728
SNORD37	66
ZDHHC20P3	336
PEX14	3614
ATP6V0E1	3412
RN7SL854P	295
ZDHHC20P4	1007
OR2L5	2429
ATP6V0E2	18074
RN7SL722P	284
RPL23P10	412
PEX16	9662
SNORD39	304
LINC01400	947
CEBPA-DT	2198
RPL27AP	435
GMCL1	6289
RPL23P11	411
OR2L8	939
GMCL2	2867
LINC01402	279
PEX19	14127
SNORA40	126
LINC01405	11589
SNORA41	132
LINC02740	3627
RELA-DT	13782
LINC02741	4238
LRRC37A15P	1355
LINC02742	4364
SNORD3A	699
PELO	5259
MAP4K3-DT	41571
SNORA44	132
LINC02743	975
ATG12P1	419
LINC02744	3058
LINC01409	34567
SNORD3C	581
SNORA46	135
SNTN	5828
ATG12P2	416
LINC02745	2983
SNORD3D	435
CORO1A-AS1	1286
SNORA47	138
LINC02746	1791
RN7SL825P	295
SNORA48	135
LRIF1	7021
SNORD3E	216
LINC02747	2893
OR10W1	1469
SNORA49	136
LINC02748	2052
RNU6-950P	107
LINC01111	1663
SNORD3G	215
LINC02749	1115
SNORD3H	214
OR7E161P	2000
ZNF593OS	4871
TUBBP10	1301
TUBBP11	252
MED1	16638
SNORD3J	190
USP34-DT	7662
DGAT2L6	1712
ACTBP11	1126
LINC01114	5028
CYP2G1P	5235
LINC02450	7545
RNF103	12569
ACTBP12	418
LINC01115	21266
RTP1	2214
RBMS3-AS1	554
LINC02451	1144
LINC01116	5196
THY1	13426
RTP2	1346
RBMS3-AS2	4668
MED4	4556
LINC02452	2982
ACTBP14	1089
LINC01117	2808
RTP3	2415
RBMS3-AS3	8169
ACTBP15	1060
LINC02453	2137
LINC01118	5392
RTP4	1501
MED6	12891
SIVA1	9229
LINC02454	4550
ASNSP1	6327
LINC01119	9215
OR7E130P	964
RTP5	4898
LINC02455	496
MED7	4432
ASNSP3	1306
LINC02456	1323
EEF1AKMT4-ECE2	3445
MED8	6326
BACE2-IT1	382
MED9	7372
LINC02457	5494
ASNSP4	447
UCHL1-DT	1043
DNAAF4-CCPG1	5882
IGHVII-33-1	280
LINC02458	8685
ASNSP6	1618
ATP6V0D1-DT	9607
RNU6-921P	107
LINC02459	474
SRD5A1	11177
SRD5A2	4519
GLT1D1	13526
MDH1B	9393
SRD5A3	16288
SH3D21	20478
LINC02160	4440
PSMD10	6161
PSMD11	16687
LINC02161	420
FRGCA	422
PSMD12	11633
LINC02162	574
C1orf131	10345
LINC02163	4924
PSMD13	16191
LINC02164	672
OR7E101P	513
PSMD14	9298
LINC02165	6342
RETN	1165
LINC02166	721
LINC02167	2809
LRCH1	17579
FARS2	8251
CNIH3-AS1	837
LINC02168	352
LRCH2	9821
CNIH3-AS2	8418
LINC02169	1394
LRCH3	34321
KRTAP9-11P	525
PTPRN2	21318
LRCH4	15739
OR8K1	960
TELO2	9454
OR8K3	4818
FABP5P1	411
RNA5SP60	87
FABP5P2	408
SSBP3P1	1148
OR8K5	924
LRRD1	5319
RNA5SP61	100
DSCAM-AS1	5260
SSBP3P2	1026
BTBD9-AS1	560
FABP5P3	5700
PNLDC1	8265
PCF11	23874
NFASC	99008
RNA5SP62	110
FABP5P4	171
RNA5SP63	112
FABP5P5	406
RNA5SP64	107
FABP5P6	409
HMGB1P50	607
RNA5SP65	119
FARSA	12963
HMGB1P51	638
FABP5P7	405
RNA5SP66	101
CORO7-PAM16	7771
FABP5P8	404
RNA5SP67	131
FARSB	7840
C17orf50	2087
FABP5P9	406
RNA5SP68	119
RNA5SP69	117
OR5L1	1110
NPM1P40	733
OR5L2	936
NPM1P41	831
H2AZ1	7872
NPM1P42	862
H2AZ2	10810
KCTD20	21402
NPM1P43	786
MIR7106	65
ACVRL1	12657
RN7SL752P	287
KCTD21	6269
LINC01700	1598
RN7SL620P	303
MIR7107	80
MIR7108	87
C17orf58	6376
NPM1P45	559
ALDH2	14042
LINC01701	451
PNISR	43252
MIR7109	65
NPM1P46	865
OR14A16	1367
LINC01702	4116
NPM1P47	856
LINC01703	3194
NPM1P48	853
LINC01704	9624
SNORD41	70
NPM1P49	714
LINC01705	2505
LINC01706	3984
KHDC3L	1037
SNORD42	137
SNORD43	64
HDAC4-AS1	11117
LINC01707	9198
RAB42P1	316
KCNQ1DN	1093
CLASP1	48290
LINC01708	1912
OR2M2	2380
FAM90A15P	1395
CLASP2	72507
LINC01709	15062
ECPAS	26791
ZFP28-DT	2238
OR2M3	10974
HIGD2AP1	321
SNORD46	104
NDUFC2-KCTD14	2138
OR2M4	5934
HIGD2AP2	309
SCP2D1-AS1	1126
OR2M5	939
SNORD48	64
PEX26	37886
LINC01410	11613
RNU6-980P	103
MIR300	83
OR2M7	939
LINC01411	8163
LINC01412	598
LINC01413	1618
SMDT1	2709
LINC01414	7696
SNORA51	132
LINC01415	16146
ORAI1	4486
PP7080	3888
LINC02750	1024
LINC01416	7371
PLIN1	7488
ORAI2	76111
SNORA52	134
LINC02751	2253
LRRC37A16P	4377
ORAI3	5201
SNORA53	249
PLIN2	8113
LINC02752	3185
PLIN3	9427
SNORD4A	72
ZC3H7A	23305
SNORA54	123
LINC02753	2303
ZC3H7B	11168
PLIN4	12986
SNORD4B	72
SNORA55	135
LINC02754	4600
LINC01419	1521
TNXA	2038
PLIN5	7272
SNORA56	129
LINC02755	2848
TNXB	65441
SNORA57	149
LINC02756	6592
RN7SL826P	288
LRIG1	19891
SNORA58	137
LINC02757	2641
OR10X1	981
PEMT	9657
LRIG2	20937
LINC01120	16566
LINC02758	520
LRIG3	15463
SMSP1	1098
RNU6-951P	107
LINC01121	8463
LINC02759	4389
LINC01122	38204
OR7E162P	1029
TCERG1P1	540
TCERG1P2	497
RNF111	27236
LINC01123	4707
RNF112	5770
LINC01124	2117
H2AZP1	395
CYP2G2P	1485
LINC02460	536
MIR30A	71
ZNF90P1	1951
RNF114	10513
LINC02461	836
H2AZP2	382
LINC01126	1646
MIR30B	88
ZNF90P2	1075
H2AZP3	387
RNF115	12232
LINC02462	2694
LINC01127	6555
ZNF90P3	1192
LINC02463	497
H2AZP4	377
SNORA5A	134
LINC01128	83241
MIR30D	70
DCAF13P1	1330
DNAJC8P1	372
LINC02464	1059
H2AZP5	382
SNORA5B	132
MIR30E	92
DCAF13P2	555
H2AZP6	394
DCAF13P3	1334
NUFIP1	3480
GDF10	2677
SNORA5C	137
LINC02465	31584
NUFIP2	11436
GDF11	10059
H2AZP7	340
LINC02466	13849
LINC02468	4403
MTA1	27526
RNU6-922P	99
LINC02469	741
GDF15	4948
MTA2	10272
PPM1F-AS1	40108
TDRKH	23983
MTA3	35700
LINC02171	1033
TMCO1-AS1	2150
LINC02172	2264
PNKD	51954
C1orf141	20244
COX5A	3914
LINC02173	1858
NFAT5	88644
TECRL	8938
LINC02174	2197
COX5B	2652
OR7E102P	1015
LINC02175	21967
GRM3-AS1	4371
LINC02176	598
SIAH1	13004
LINC02177	11999
DDIT4L	4009
C1orf146	1726
C20orf173	3453
LINC02178	425
SIAH2	3190
C1orf147	2096
LINC02179	3673
SIAH3	7075
KRTAP9-12P	532
HTR2A-AS1	1107
TRIM16L	17278
KLRA1P	4749
ABCC6P1	6460
PNKP	25359
ABCC6P2	1296
IMPDH1	29912
PDLIM7-AS1	434
ALDH7A1P1	1533
FN3KRP	7558
IMPDH2	78802
ALDH7A1P2	621
ALDH7A1P3	345
RNA5SP70	79
RN7SL782P	294
CYB5AP2	793
ALDH7A1P4	178
RN7SL650P	299
CYB5AP3	400
RNA5SP72	117
TCFL5	5078
CYB5AP4	399
FAM53B-AS1	2466
RNA5SP73	108
CYB5AP5	389
RNA5SP74	109
RSBN1	19901
RNA5SP75	111
RNA5SP76	87
KRT17P1	3864
DCTN1-AS1	12815
RNA5SP77	120
KRT17P2	4125
MIR7110	86
RNA5SP78	118
KRT17P3	1262
MIR7111	72
RNA5SP79	109
KRT17P4	5870
MIR7112	65
OR5M1	4302
KRT17P5	8028
MIR7113	59
MTAP	24236
NPM1P50	867
ITCH-IT1	208
C17orf64	2040
KRT17P6	1873
TMEM14DP	345
MIR7114	61
OR5M3	1400
NPM1P51	744
KRT17P7	4568
PKLR	6106
RNU5F-2P	82
NPM1P52	846
KRT17P8	863
RN7SL753P	290
C17orf67	3359
RN7SL621P	299
SAYSD1	4825
NUTM2A	7264
LINC01710	1187
LINC01711	967
GOLGA6L10	9146
NUTM2B	7260
MIR600	98
OR5M8	936
LINC01712	3621
MIR601	79
LINC01713	2487
OR5M9	933
NUTM2D	9775
MIR602	98
NUTM2E	9878
LINC01714	2076
MIR603	97
SNORD51	80
NUTM2F	2559
LINC01715	1312
MIR604	94
LINC01716	996
SNORD52	67
TAX1BP1	25583
NUTM2G	5526
MIR605	83
SNORD53	78
LINC01717	4907
ZFHX4-AS1	22250
MIR606	96
LINC01718	1281
TAX1BP3	2582
SNORD54	67
MIR607	96
FAM90A16P	1395
SNORD55	80
LINC01719	19437
MIR608	100
SNORD56	71
OR2A20P	7287
MIR609	95
MIR3199-1	88
SNORD57	72
CDC42P1	548
RN7SL856P	298
MIR3199-2	86
SNORD58	66
RN7SL724P	271
CDC42P2	569
CDC42P3	633
CCDC15-DT	5213
CDC42P4	563
LINC01422	15552
CDC42P5	553
LINC01423	1031
ZFHX2	12304
LINC00102	1340
NUP62CL	4576
MRGPRD	966
CDC42P6	576
GNL3LP1	1643
LINC01424	4577
SNORA60	134
ZFHX3	52262
MRGPRE	4108
PENK	6707
LINC01425	1242
ZFHX4	44249
SNORA61	130
LINC02760	376
MRGPRF	5119
LINC01426	5946
PKD1P6-NPIPP1	3449
SNHG10	45920
SNORA62	966
LINC02761	388
MRGPRG	870
SNHG11	68969
LINC01427	7829
LRRC37A17P	5265
SNORA63	839
LINC02762	17251
LINC00106	726
LINC01428	874
SNORA64	134
LINC02763	4014
REV1	25605
SNHG12	20633
NKG7	2833
LINC01429	2326
SNORA65	130
LINC02764	2067
SNHG14	749832
SNORA66	133
LINC02765	8990
SNORA67	137
LINC02766	3983
RN7SL827P	288
SNHG15	20732
SNORA68	133
SNHG16	32860
LINC02767	7440
SNHG17	145005
SNORA69	132
LINC02768	190
UBAC2-AS1	12025
RNU6-952P	108
LINC02769	285
RHOQ-AS1	1519
SNHG18	4027
CANT1	20156
SNHG19	3742
RNU6-820P	107
LINC01132	6760
OR7E163P	894
RNF121	15739
LINC01133	6134
HTR1A	5125
NALF1-IT1	819
RNF122	1872
LINC01134	8164
HTR1B	2568
SWT1	7472
LINC02470	10104
RNF123	27891
LINC01135	12507
SOHLH1	6767
SOHLH2	4034
LINC02471	8358
CYP1D1P	1433
LINC01136	11186
HTR1D	3319
RNF125	7873
LINC02472	1820
LINC01137	8790
HTR1E	1826
TNKS1BP1	20197
RNF126	9178
ADPRHL1	23161
LINC02473	3215
LINC01138	18259
HTR1F	3386
TRIM75P	1840
LINC02474	1603
LINC01139	14224
RNF128	6296
LINC02475	7684
LINC02476	3040
MIR3180-1	94
LINC02477	1417
NWD1	68753
MIR3180-2	88
LINC02478	1857
MIR3180-3	94
RNU6-923P	107
LINC02479	1571
NWD2	7800
ZNF209P	2304
PDPK2P	5943
MIR3180-4	153
MIR3180-5	153
MFAP1P1	1255
LINC02180	13179
MIR7702	59
LINC02181	5585
MIR7703	77
LINC02182	899
MIR7704	59
LINC02183	1732
MIR7705	57
TTC39A-AS1	1366
SH2D1A	8902
LINC02184	552
SPPL2A	11644
MIR7706	67
OR7E103P	911
SH2D1B	3113
SPPL2B	18303
RN7SL680P	299
LINC02185	8136
COX6C	6627
C20orf181	480
SPPL2C	2187
LINC02186	885
THCAT155	16388
LINC02188	15940
GAPDHS	2751
LINC02189	4830
CHORDC1P1	980
C1orf158	4983
C1orf159	27465
EHMT1	66269
CHORDC1P3	1397
EHMT2	29889
CHORDC1P4	2249
CHORDC1P5	967
RNA5SP80	111
KATNIP	15898
RN7SL783P	301
MPTX1	609
TNFRSF4	3175
MZF1-AS1	7123
PARD6G-AS1	20143
RNA5SP82	92
RNA5SP84	107
TNFRSF8	14248
MND1	4044
TNFRSF9	13478
RNA5SP86	98
MEFV	31387
OR5BB1P	939
RNA5SP87	118
ANGPT1	16106
RNA5SP88	109
SNW1	9387
ANGPT2	15147
RNA5SP89	108
TBRG1	21200
PPATP1	1547
ANGPT4	4692
STUM	12116
MTBP	11492
PPATP2	508
PEDS1-UBE2V1	2757
TMEM14EP	1674
RNU5F-3P	117
C17orf75	16269
TBRG4	20321
NEPNP	1371
FBXL12	14524
RN7SL754P	266
RN7SL622P	275
FBXL13	17681
LINC01720	2216
LINC01721	12700
C17orf78	3595
LINC00400	547
FBXL14	2827
PRICKLE2-AS1	7522
RPL22P10	373
MIR610	96
LINC01722	3033
NFE2L1	33347
FBXL15	5477
PRICKLE2-AS2	496
RPL22P11	385
MIR611	67
PTK2	77471
LINC01723	15267
FBXL16	11891
GOLGA6L22	4178
LINC00402	3396
PRICKLE2-AS3	2496
NFE2L2	18603
RPL22P12	387
MIR612	100
SNORD60	83
MIR613	95
FBXL17	10136
NFE2L3	6292
FRMD1	36454
RPL22P13	347
LINC01724	1094
LINC00404	1166
MIR614	90
FBXL18	15414
SNORD61	73
RPL22P14	335
LINC01725	17742
PTK6	5354
LINC01726	1253
FBXL19	19471
MIR615	96
FRMD3	16149
SNORD62	86
LINC01727	35780
MIR616	97
MNDA	3095
SNORD63	212
RPL22P16	373
PTK7	47028
LINC01728	524
SNORD64	67
FRMD5	28731
LINC00407	295
MIR617	97
FTSJ1	13382
RPL22P17	315
PI4KA	27228
LINC01729	358
SNORD65	73
FRMD6	32342
LINC00408	9203
MIR618	98
FAM90A17P	1395
RPL22P18	377
FTSJ3	12504
RPL22P19	814
MIR619	99
FRMD7	8615
PI4KB	23844
SNORD66	76
FRMD8	12128
SNORD67	111
RN7SL725P	259
SNORD68	84
MREGP1	85
SV2C-AS1	691
FANCD2	43137
SNORD69	77
RNU6-982P	102
LINC01431	8828
LINC00111	575
LINC01432	693
IGHV7-34-1	350
RNU6-850P	103
LINC00112	8375
LINC01433	1656
TUBAP10	1371
GAPVD1	65108
LINC00113	1605
TUBAP11	1259
SNORA70	3338
LINC00114	4814
MIR324	83
TUBAP12	843
WASF1	18445
SNORA71	379
LINC02770	3582
LINC01435	18042
SZT2	69062
LINC01436	1249
SNHG20	20650
TUBAP13	1281
WASF2	6764
SNORA72	1007
LINC02771	1330
LINC00115	1317
MIR325	98
SNHG21	3341
WASF3	11764
TUBAP14	1362
SNORA73	710
LINC02772	5100
MIR326	95
SNHG22	13558
TUBAP15	478
SNORA74	713
LINC02773	1861
LINC01438	556
MIR328	75
SNORA75	912
LINC02774	2600
LINC02775	2074
SNHG25	536
SNORA77	125
LINC02776	994
RN7SL828P	303
SNORA78	127
LINC02777	12403
OR10Z1	6323
SNHG26	18749
SNORA79	140
ANKRD18A	7156
LINC01140	18231
LINC02778	1843
SNHG27	12403
RNU6-953P	107
STK24-AS1	1278
ANKRD18B	13319
LINC01141	23479
LINC02779	814
SNHG28	61478
SNHG29	75515
RNF130	18025
RNU6-821P	107
LINC01142	2192
GEMIN7-AS1	6179
HTR2A	10613
LINC01143	625
LINC01144	1710
HTR2B	2170
RNF133	1383
LINC02480	612
LINC01145	10464
HTR2C	12683
PMIS2	1257
LINC01146	107430
MEG3	91825
LINC02481	1846
PCAT14	5988
RNF135	8050
LINC01147	1339
LINC02482	6790
RBX1	3614
LINC01148	1763
SNORA7A	139
LINC02483	1143
MXRA5Y	8000
NHLRC1	2238
SNORA7B	139
LINC02484	4923
LINC01149	2141
MIR3202-1	81
ANKRD62P1	1623
RNF138	9421
NHLRC2	11603
LINC02485	1059
MIR3202-2	79
PCAT18	2598
MEG8	87698
NHLRC3	13844
FBXW2	40356
TECTA	29840
RNF139	3666
PCAT19	46362
SOCS3-DT	4307
SEZ6	22379
NHLRC4	4167
MEG9	7874
TECTB	13073
LINC02487	8385
AP5Z1	38715
CLASRP	16299
FBXW4	9578
LINC02488	2479
PKN1	17031
RNU6-924P	108
FAM90A1	5450
FBXW5	12809
LINC02489	810
PKN2	12982
FBXW7	33740
PKN3	4742
FBXW8	12472
FBXW9	4745
LINC02190	3012
HMGN2P2	273
HMGN2P3	273
LINC02191	1458
NAV2-IT1	506
LINC02192	1330
HMGN2P4	381
LINC02193	20578
HMGN2P5	273
C1orf162	4255
SH2D2A	7295
LINC02194	960
HMGN2P6	273
OR7E104P	6647
COX7B	4239
LINC02195	294
COX7C	4699
RN7SL681P	292
HMGN2P7	273
HMGN2P8	268
LINC02196	4816
HMGN2P9	229
LINC02197	4831
LINC02198	1336
C1orf167	19375
LINC02199	13519
NTF3	4680
OR5BE1P	2115
NTF4	2023
NEMP1	12826
NEMP2	9537
FBXO10	9971
FBXO11	56086
RNA5SP90	99
RN7SL784P	342
RNA5SP91	119
HLCS-IT1	531
PNMT	2456
RN7SL652P	300
RNA5SP92	110
RN7SL520P	286
ANAPC10P1	556
RNA5SP93	114
LINC00700	11286
FBXO15	16243
RNA5SP94	108
LINC00701	742
FBXO16	10040
RNA5SP95	137
LINC00702	27712
FBXO17	10482
STRIT1	783
SGCEP1	1223
RNA5SP96	107
LINC00703	5567
RNA5SP97	84
C17orf80	19216
BCL2L10	2074
RNA5SP98	137
LINC00705	11768
SNX1	28747
LINC00706	1666
BCL2L11	51897
RNA5SP99	114
BCL2L12	13394
ECSCR	1031
LINC00707	16022
VN1R20P	966
SNX2	16437
BCL2L13	55665
LINC00708	2244
SNX3	5034
FBXL20	16732
BCL2L14	16338
RABGAP1L-DT	13847
LINC00709	494
SNX4	5743
SNX5	25123
RNU5F-4P	114
HIGD1AP1	275
METTL21A	17631
BCL2L15	16315
FBXL22	5270
SNX6	16205
HIGD1AP2	280
LINC01730	843
SKAP1	8122
METTL21C	1625
RN7SL623P	310
HIGD1AP3	278
SNX7	5637
RPL22P20	377
LINC00410	2018
MIR620	95
SKAP2	8796
HIGD1AP4	280
LINC01731	420
SNX8	9468
RPL22P21	340
LINC00411	3378
MIR621	96
HIGD1AP5	259
RNU6-880P	107
LINC01732	1083
SNX9	84065
LINC01733	4621
MIR622	96
LINC00412	982
RPL22P22	379
HIGD1AP6	279
LINC01734	1518
MIR623	98
SNORD70	88
RPL22P23	386
APCDD1L	5271
SNORD71	86
MIR624	97
HIGD1AP8	274
RPL22P24	376
LINC01735	2399
BMF-AS1	461
MIR625	85
LINC00415	435
HIGD1AP9	279
NEGR1	19536
